Study_Hours,Sleep_Hours,Screen_Time_Hours,Exercise_Hours,Stress_Level,Previous_Marks,Burnout_Score,Burnout_Level,Performance_Decline,Final_Predicted_Marks
4.48,6.52,8.22,0.75,6,56.4,5.03,High,4.84,51.56
7.54,7.26,4.21,0.6,4,79.89,1.45,Low,0.98,78.92
5.98,6.12,4.27,1.31,10,65.19,6.62,High,2.29,62.91
2.55,7.02,0.24,2.29,8,68.07,1.97,Low,3.85,64.22
7.85,5.25,7.64,1.68,5,68.8,1.83,Low,3.18,65.62
8.1,5.81,4.81,1.45,6,75.76,3.83,Medium,4.08,71.69
6.76,6.58,12.0,3.2,2,80.05,2.49,Medium,0.08,79.97
3.48,5.58,3.99,0.41,1,65.01,2.59,Medium,4.56,60.46
4.39,6.24,5.22,0.4,8,55.38,2.5,Medium,0.31,55.08
5.29,6.75,6.37,1.12,6,67.33,2.99,Medium,2.23,65.11
3.59,7.6,2.25,2.21,9,59.95,3.55,Medium,1.38,58.57
8.38,8.42,5.9,0.25,5,83.67,7.0,High,4.64,79.03
5.29,6.3,5.09,2.4,8,70.41,7.14,High,1.38,69.03
0.0,9.0,4.24,0.0,7,47.84,2.0,Low,1.87,45.97
5.68,8.41,7.93,0.9,10,67.47,6.34,High,4.44,63.03
4.3,7.76,2.74,1.14,1,83.66,0.53,Low,2.69,80.97
4.85,7.23,5.69,0.29,7,62.01,2.43,Medium,4.49,57.52
4.26,7.48,8.64,0.5,4,60.96,3.11,Medium,3.3,57.65
6.61,8.78,3.23,1.64,6,90.85,4.37,Medium,0.4,90.46
7.24,8.84,4.26,2.15,9,75.39,4.36,Medium,2.17,73.22
5.57,9.0,10.86,0.0,9,54.61,9.1,High,0.88,53.73
4.32,7.06,6.19,1.14,9,55.51,4.2,Medium,0.33,55.19
4.92,7.83,3.73,0.91,5,74.45,1.94,Low,1.87,72.58
5.04,9.02,7.01,1.09,4,84.21,2.07,Low,4.54,79.67
3.4,6.06,3.58,0.75,6,61.81,0.83,Low,0.59,61.22
6.16,6.52,1.09,0.0,10,64.43,6.26,High,0.03,64.4
5.92,7.02,8.43,2.23,5,72.73,3.16,Medium,4.68,68.05
8.08,8.35,2.24,1.93,10,74.88,4.79,Medium,2.65,72.23
7.51,8.37,11.13,0.92,5,71.91,3.75,Medium,2.79,69.11
3.63,6.65,3.78,0.61,8,66.51,6.33,High,4.64,61.86
6.64,4.74,10.33,0.51,10,55.38,9.75,High,5.18,50.2
3.1,7.37,1.58,0.0,5,70.92,1.47,Low,4.13,66.78
6.39,5.62,7.56,1.28,1,82.38,0.27,Low,3.85,78.53
3.97,4.77,6.25,1.62,5,57.35,4.53,Medium,3.06,54.29
2.95,5.1,7.09,1.11,5,64.27,5.09,High,3.44,60.83
5.56,7.49,7.42,0.93,5,60.0,2.01,Low,2.8,57.2
0.0,9.04,3.76,1.11,3,61.43,-0.52,Low,1.78,59.66
1.5,7.06,1.73,0.32,9,40.17,3.25,Medium,1.43,38.74
4.65,7.32,4.87,0.6,5,59.14,4.21,Medium,0.88,58.26
5.16,8.77,5.56,0.87,2,83.15,0.67,Low,1.77,81.38
4.26,4.68,3.82,1.56,5,61.9,4.22,Medium,2.88,59.01
1.84,7.78,5.69,2.1,9,58.92,2.66,Medium,2.94,55.98
3.36,6.98,5.82,0.82,8,44.26,2.58,Medium,3.42,40.85
5.78,7.85,2.72,0.16,6,72.79,5.33,High,4.4,68.39
6.16,6.27,5.99,1.03,9,57.23,3.47,Medium,3.26,53.97
4.97,5.77,4.33,2.61,7,67.1,2.41,Medium,0.85,66.25
7.31,7.21,3.25,0.23,2,93.24,2.41,Medium,0.13,93.12
5.79,9.47,6.97,1.71,1,93.76,-0.23,Low,0.98,92.77
3.51,8.29,3.06,2.07,3,78.79,-0.62,Low,4.54,74.25
4.44,6.24,3.86,0.71,4,60.61,1.74,Low,2.84,57.77
2.19,4.99,5.18,0.44,9,38.27,1.67,Low,8.98,30.0
4.78,4.48,8.44,1.46,5,60.62,6.03,High,1.17,59.44
7.22,8.97,5.48,1.28,2,84.44,1.4,Low,3.55,80.89
6.37,5.57,6.32,1.56,10,65.09,4.97,High,3.66,61.43
7.8,6.51,4.26,2.66,5,94.21,0.28,Low,4.05,90.16
4.39,8.98,4.8,1.13,2,72.82,-1.65,Low,2.68,70.14
7.69,4.58,4.88,0.05,9,60.27,3.73,Medium,11.08,49.2
4.61,9.24,5.73,1.05,6,63.59,3.0,Medium,4.68,58.91
7.94,6.62,4.26,1.19,5,80.93,3.5,Medium,4.79,76.14
4.96,5.28,8.35,2.01,2,70.16,3.43,Medium,0.63,69.53
6.41,6.63,4.07,0.84,7,71.45,4.94,High,3.12,68.33
7.95,5.92,0.73,0.67,7,85.04,4.34,Medium,0.57,84.47
4.61,7.66,11.86,0.0,2,63.95,5.49,High,4.61,59.34
5.44,6.03,4.18,1.44,10,61.55,7.04,High,4.78,56.77
7.58,4.13,8.28,3.68,6,75.39,6.46,High,2.5,72.89
4.73,6.67,8.51,0.82,10,52.4,6.69,High,4.8,47.6
2.36,4.97,7.36,1.36,10,42.11,7.0,High,6.25,35.86
9.29,7.31,4.5,0.56,3,87.3,1.79,Low,3.48,83.82
4.06,5.22,5.72,0.0,8,46.09,4.63,Medium,2.9,43.19
5.32,6.27,1.81,1.35,5,75.84,4.54,Medium,2.03,73.81
7.31,7.27,9.98,1.02,8,63.4,5.23,High,4.82,58.59
3.78,6.68,2.87,0.0,7,62.81,2.17,Low,0.99,61.83
2.98,7.38,4.37,2.29,8,61.36,2.69,Medium,4.01,57.35
5.51,8.02,5.25,1.33,1,82.27,-0.32,Low,1.84,80.44
1.41,5.26,4.73,1.06,6,55.18,2.21,Low,3.77,51.42
4.42,6.9,3.36,0.66,3,65.43,1.55,Low,0.82,64.61
5.49,3.0,8.49,1.32,5,68.05,5.39,High,1.87,66.18
4.46,7.37,7.38,1.36,2,60.68,2.99,Medium,4.73,55.95
1.91,6.55,5.81,1.32,4,65.26,5.18,High,2.79,62.47
8.19,5.52,4.0,1.85,6,82.37,3.26,Medium,2.46,79.91
5.21,7.47,7.66,2.04,1,75.77,1.09,Low,3.76,72.01
7.86,8.76,3.84,2.6,2,89.66,-2.18,Low,2.09,87.58
4.48,6.29,8.93,0.33,2,61.1,0.68,Low,2.47,58.63
3.24,5.58,5.28,0.54,9,49.01,4.73,Medium,2.8,46.21
5.54,7.25,8.07,1.29,5,69.38,4.29,Medium,4.95,64.43
4.57,5.0,4.72,0.38,5,69.55,3.99,Medium,4.03,65.53
2.64,6.01,5.18,0.51,6,54.71,4.1,Medium,0.2,54.51
7.94,8.83,8.06,1.38,10,73.07,7.97,High,3.92,69.15
3.76,7.09,10.48,1.72,3,64.39,5.48,High,2.51,61.88
1.32,4.18,8.9,2.02,9,36.71,5.41,High,7.27,30.0
7.66,4.3,7.19,0.85,3,74.02,2.53,Medium,4.27,69.75
3.99,7.24,6.47,1.37,4,66.32,3.28,Medium,1.35,64.97
3.78,8.29,3.73,1.19,9,64.84,5.05,High,1.6,63.24
1.47,4.57,5.74,1.01,10,35.0,5.64,High,7.99,30.0
8.48,7.67,2.72,0.35,8,77.71,3.87,Medium,4.89,72.82
2.42,9.0,5.94,0.25,6,59.28,1.76,Low,3.98,55.31
5.12,9.83,6.1,1.53,8,64.2,3.53,Medium,0.74,63.46
6.83,7.5,0.1,0.33,1,91.72,0.61,Low,2.45,89.27
5.84,7.76,5.1,0.0,4,70.52,1.37,Low,1.68,68.84
4.88,3.8,6.04,0.97,10,53.52,5.25,High,11.53,41.99
1.6,10.0,4.79,2.16,4,74.56,1.22,Low,4.64,69.93
3.38,6.14,5.9,0.0,2,60.23,0.33,Low,4.2,56.03
5.38,5.6,1.65,0.77,2,82.33,0.96,Low,4.93,77.4
3.43,6.62,3.06,1.54,10,57.97,4.46,Medium,1.21,56.76
5.41,9.27,7.59,0.0,9,58.86,5.08,High,3.5,55.36
6.36,10.0,5.0,0.83,6,78.47,1.64,Low,0.59,77.88
6.93,7.19,5.85,0.09,7,76.06,7.07,High,2.16,73.9
2.55,8.5,3.63,0.19,4,63.46,1.61,Low,4.23,59.22
9.39,7.06,5.05,0.68,3,96.71,1.87,Low,0.04,96.67
6.53,5.44,0.0,0.1,3,80.73,1.65,Low,2.4,78.33
5.0,9.22,7.12,0.03,5,60.79,5.61,High,2.17,58.61
7.18,6.07,9.52,0.95,6,66.69,5.42,High,3.45,63.24
9.73,9.3,2.34,2.78,2,100.0,2.6,Medium,1.19,98.81
2.12,8.95,2.65,1.61,7,61.64,-0.01,Low,0.87,60.78
4.55,7.92,6.1,1.81,7,64.53,2.23,Low,3.25,61.28
0.24,9.74,8.68,1.64,1,69.43,-3.31,Low,3.21,66.22
5.39,10.0,4.99,0.44,7,79.42,5.95,High,3.76,75.66
5.73,6.74,1.93,1.25,4,79.68,-1.1,Low,1.23,78.45
4.92,5.79,4.48,1.88,4,78.23,2.48,Medium,0.08,78.15
3.69,4.2,2.43,1.66,3,66.53,3.98,Medium,4.39,62.14
0.9,10.0,3.33,1.16,9,46.94,3.9,Medium,1.03,45.91
5.75,6.34,4.24,1.42,3,80.2,2.3,Low,2.09,78.11
7.91,8.7,2.68,2.97,4,97.75,3.11,Medium,2.34,95.41
3.82,5.89,3.06,1.67,3,66.79,0.08,Low,0.94,65.86
5.88,9.31,5.19,0.75,8,66.13,4.57,Medium,2.6,63.53
1.86,5.95,5.54,0.94,8,52.57,3.89,Medium,4.57,48.0
5.91,5.21,1.44,0.16,10,53.97,4.82,Medium,1.36,52.62
4.21,6.69,5.99,2.88,8,66.66,4.34,Medium,2.6,64.06
3.48,6.2,4.05,2.28,5,65.51,3.85,Medium,1.54,63.97
3.48,7.89,6.8,1.07,7,61.5,6.0,High,4.9,56.6
4.21,6.92,6.95,2.74,3,77.45,1.4,Low,1.1,76.34
5.76,7.94,3.64,1.51,8,67.63,1.93,Low,0.55,67.08
2.38,6.56,6.54,0.66,10,39.09,4.11,Medium,0.71,38.38
4.21,6.0,2.91,1.73,2,82.97,3.49,Medium,1.84,81.14
4.92,6.12,8.31,1.32,8,57.12,7.6,High,2.76,54.36
2.8,10.0,3.0,1.67,6,71.35,-0.51,Low,3.34,68.01
8.59,7.34,5.88,0.0,2,90.78,4.77,Medium,2.81,87.97
3.29,4.02,4.53,0.35,6,48.67,2.67,Medium,4.53,44.15
3.66,6.22,2.46,2.19,10,64.48,5.16,High,1.8,62.68
3.04,7.15,7.25,2.35,2,71.85,0.1,Low,3.56,68.29
8.6,9.77,3.46,2.13,3,100.0,4.15,Medium,1.34,98.66
6.11,8.54,0.75,2.77,5,95.97,-0.03,Low,3.41,92.56
3.13,5.62,0.0,1.46,1,76.44,-2.43,Low,4.63,71.82
7.21,10.0,2.81,1.41,9,84.61,2.82,Medium,4.89,79.72
5.4,6.95,8.44,0.27,10,53.88,10.41,High,3.65,50.24
5.51,8.87,8.14,0.54,3,73.91,2.67,Medium,4.71,69.2
4.31,5.27,3.2,0.0,1,65.33,-0.8,Low,3.4,61.93
3.5,3.4,4.06,0.74,6,53.82,2.57,Medium,4.82,49.0
5.68,4.89,3.84,0.0,1,65.75,-1.3,Low,4.49,61.26
3.91,3.0,1.67,1.86,3,68.05,2.32,Low,0.53,67.51
8.63,10.0,2.63,1.31,7,97.12,0.88,Low,2.37,94.75
2.46,7.32,7.45,0.0,4,59.2,4.19,Medium,1.74,57.46
8.07,5.61,6.26,0.85,9,69.23,7.32,High,0.13,69.1
4.78,7.68,5.68,2.57,7,68.66,3.19,Medium,2.33,66.32
5.6,7.28,1.66,0.9,5,74.46,3.61,Medium,0.74,73.72
6.67,7.93,5.25,0.2,9,62.66,6.38,High,0.18,62.48
3.74,8.81,0.0,0.0,3,80.68,-0.16,Low,2.23,78.45
6.73,6.57,7.11,0.0,8,55.71,4.36,Medium,1.16,54.55
0.0,5.68,5.65,1.43,8,35.0,4.32,Medium,4.68,30.32
3.56,8.24,1.64,0.65,4,76.75,1.21,Low,4.06,72.69
3.15,8.2,9.04,0.72,1,66.65,1.97,Low,4.78,61.87
2.49,7.15,0.51,0.66,4,67.7,0.49,Low,4.41,63.3
4.57,10.0,6.33,0.89,9,64.49,4.62,Medium,3.64,60.85
5.77,6.34,6.39,0.02,10,66.3,6.62,High,2.99,63.31
6.41,5.65,1.9,1.25,1,86.11,2.45,Medium,0.33,85.78
5.48,7.63,4.91,0.0,3,75.29,-0.13,Low,1.33,73.96
3.67,5.99,0.91,0.4,8,70.76,1.63,Low,3.55,67.21
5.74,7.74,0.0,1.81,3,87.55,0.08,Low,2.01,85.54
5.25,5.75,2.33,1.3,2,87.53,-0.38,Low,1.63,85.91
6.87,6.4,3.46,1.55,1,77.21,1.0,Low,0.52,76.69
6.55,9.84,6.61,2.72,9,70.32,2.63,Medium,0.35,69.97
5.06,6.39,5.17,0.95,10,54.79,4.02,Medium,1.05,53.74
3.21,5.8,5.23,1.02,3,66.55,4.86,Medium,4.17,62.37
3.69,8.76,2.46,0.79,7,75.83,1.85,Low,3.32,72.51
3.9,5.42,3.67,0.65,10,49.92,3.37,Medium,1.7,48.21
4.37,5.96,2.68,0.19,3,74.85,1.18,Low,0.31,74.55
5.54,7.86,1.94,1.07,8,83.36,4.67,Medium,0.94,82.41
6.43,8.41,3.52,1.28,9,80.94,5.87,High,2.25,78.69
4.9,8.83,5.19,1.33,8,65.44,1.43,Low,0.77,64.67
5.03,5.88,3.57,1.05,5,74.03,1.45,Low,3.81,70.22
5.29,7.89,4.19,1.74,10,67.57,4.93,Medium,3.94,63.62
3.97,6.3,6.74,1.02,2,64.14,1.67,Low,0.68,63.46
3.15,6.09,3.75,0.67,6,61.31,0.39,Low,3.63,57.68
1.49,8.8,1.67,0.26,8,53.47,-0.05,Low,2.56,50.91
3.61,6.18,6.41,0.0,2,63.8,0.19,Low,4.81,58.99
5.95,7.42,5.66,2.17,6,67.74,0.57,Low,3.94,63.8
3.59,7.23,5.82,0.44,7,48.62,3.02,Medium,2.93,45.69
4.52,5.39,6.56,0.26,9,50.38,7.5,High,3.02,47.37
5.93,8.45,6.14,0.67,9,67.01,3.86,Medium,0.89,66.11
6.04,7.84,5.07,0.78,2,74.93,2.85,Medium,4.47,70.46
2.84,4.02,10.98,2.31,1,60.5,2.74,Medium,2.8,57.7
6.99,7.42,1.79,0.74,7,78.55,2.79,Medium,2.87,75.68
7.25,5.84,3.53,3.11,6,85.97,0.64,Low,2.88,83.09
2.74,8.65,7.42,1.05,10,55.01,6.72,High,1.38,53.62
3.35,4.83,5.36,2.65,10,59.69,5.47,High,7.35,52.34
7.38,6.47,6.89,1.72,10,70.28,3.86,Medium,4.31,65.97
4.71,7.54,5.42,1.29,4,70.16,2.62,Medium,1.44,68.73
0.56,7.08,8.44,2.26,9,43.48,3.68,Medium,2.21,41.27
2.2,8.14,2.48,1.9,1,86.71,-1.05,Low,0.9,85.81
4.5,4.72,8.36,1.51,7,60.37,5.55,High,1.19,59.17
2.67,9.48,7.93,2.85,5,66.68,3.82,Medium,1.68,65.0
4.17,7.79,1.97,0.6,5,70.36,-0.22,Low,4.51,65.85
5.06,9.04,6.58,0.2,6,64.09,4.09,Medium,3.13,60.96
7.92,8.31,4.89,0.46,2,82.42,3.46,Medium,2.94,79.48
4.42,6.98,3.48,2.4,3,86.16,4.63,Medium,4.73,81.43
7.15,5.07,0.28,2.16,9,79.18,5.63,High,3.96,75.23
7.86,6.15,2.47,0.58,4,77.43,2.89,Medium,0.08,77.34
7.87,9.38,6.77,0.0,6,77.46,4.2,Medium,0.62,76.84
5.57,9.08,7.03,0.84,3,82.74,4.16,Medium,1.24,81.5
1.07,6.07,4.47,0.19,3,52.06,0.77,Low,1.52,50.54
5.92,3.0,7.04,0.6,9,48.87,7.97,High,9.91,38.96
7.1,6.68,7.36,0.16,9,64.96,9.38,High,3.85,61.11
4.84,6.57,5.39,0.0,3,71.7,1.95,Low,0.73,70.97
8.49,6.63,3.19,2.51,3,91.71,-1.35,Low,2.67,89.04
6.72,7.79,6.1,0.45,6,69.67,2.46,Medium,0.55,69.13
6.14,8.31,6.22,2.13,1,88.54,1.11,Low,0.86,87.68
7.17,8.49,6.68,0.82,5,72.48,1.97,Low,1.21,71.27
5.67,7.67,7.16,0.1,9,56.85,4.94,Medium,4.53,52.33
0.01,4.3,1.59,1.41,9,41.88,2.97,Medium,10.1,31.78
4.0,6.49,3.73,0.69,8,63.15,4.68,Medium,4.58,58.57
7.39,10.0,0.25,0.83,6,87.56,-0.03,Low,3.75,83.81
3.38,7.56,6.87,1.12,9,56.52,3.87,Medium,3.75,52.78
4.55,7.55,4.47,0.35,3,77.49,3.53,Medium,4.02,73.48
2.91,7.54,6.08,0.0,9,47.07,3.92,Medium,0.48,46.59
8.57,7.62,1.31,0.96,8,100.0,4.72,Medium,4.07,95.93
8.36,3.43,8.5,1.77,1,87.96,3.36,Medium,1.26,86.7
3.23,6.64,2.01,0.28,9,57.39,3.67,Medium,4.92,52.47
5.29,6.94,6.94,1.12,8,61.12,5.94,High,4.24,56.88
3.64,8.92,5.29,2.2,8,62.29,0.41,Low,4.98,57.31
6.23,7.07,4.53,0.93,6,81.36,3.96,Medium,4.69,76.68
6.02,4.53,4.32,1.07,9,62.91,6.26,High,9.54,53.37
6.62,7.65,3.4,1.04,8,66.62,5.12,High,4.71,61.91
5.66,5.79,8.24,0.45,2,60.69,2.21,Low,1.65,59.04
10.87,5.17,5.03,0.21,6,85.46,5.09,High,3.3,82.17
2.94,5.75,1.83,0.21,8,55.83,-0.31,Low,4.09,51.74
1.58,7.81,4.04,1.29,6,53.18,0.92,Low,1.91,51.27
4.21,8.89,5.32,1.61,9,55.9,4.21,Medium,1.02,54.88
1.86,7.72,7.24,1.64,5,47.15,4.61,Medium,4.47,42.68
2.02,7.95,3.49,0.7,8,51.02,5.69,High,0.52,50.5
3.0,7.71,3.66,1.87,10,55.74,3.49,Medium,1.82,53.91
3.16,7.15,5.06,1.25,2,72.54,2.06,Low,2.7,69.83
3.09,8.05,7.18,1.06,5,60.2,2.43,Medium,4.02,56.17
6.04,3.37,1.58,0.0,1,81.84,-1.25,Low,4.34,77.5
3.99,7.17,6.26,0.35,5,64.95,3.86,Medium,2.56,62.39
4.64,5.43,3.84,0.0,7,62.24,6.7,High,2.87,59.37
6.79,8.74,4.19,1.5,1,95.76,-0.38,Low,4.27,91.49
3.47,6.78,10.0,1.08,10,38.72,5.08,High,2.34,36.38
4.47,7.05,4.51,0.14,3,66.96,1.71,Low,2.8,64.16
5.73,4.74,6.89,1.24,6,75.82,4.36,Medium,0.09,75.73
1.12,8.53,6.8,0.0,1,49.79,4.12,Medium,4.76,45.04
0.23,7.94,2.05,0.16,3,56.73,1.25,Low,2.83,53.9
5.69,7.84,0.39,0.43,8,75.54,3.01,Medium,3.64,71.9
5.98,5.78,7.05,1.43,9,51.83,1.45,Low,1.24,50.59
9.13,5.84,2.29,2.12,7,83.35,3.62,Medium,3.28,80.07
5.32,7.34,0.84,0.53,4,88.25,3.79,Medium,2.3,85.95
6.64,5.96,7.57,2.06,7,70.15,5.02,High,0.56,69.59
4.61,7.65,2.45,1.04,7,66.31,3.89,Medium,4.15,62.15
5.59,3.76,3.07,1.19,7,65.91,4.76,Medium,4.2,61.71
8.33,6.27,9.94,0.95,8,64.94,5.85,High,0.32,64.62
0.75,9.7,0.85,0.84,4,74.21,1.87,Low,1.95,72.26
5.83,7.66,1.86,1.35,4,76.94,1.44,Low,1.41,75.53
9.27,7.25,3.85,1.59,9,79.97,3.96,Medium,2.58,77.39
5.56,9.98,4.4,0.29,8,63.03,3.41,Medium,2.44,60.58
8.3,3.5,2.77,0.85,4,79.12,5.41,High,3.28,75.83
3.74,5.78,2.1,2.34,6,67.5,-0.04,Low,1.24,66.26
4.94,6.4,8.77,1.14,9,60.78,6.38,High,1.11,59.67
5.07,8.29,5.66,1.23,6,64.96,3.09,Medium,3.62,61.34
0.56,8.31,6.46,1.93,5,57.41,-0.64,Low,4.88,52.53
2.66,5.7,4.66,0.6,7,53.3,4.75,Medium,4.73,48.57
2.81,8.5,5.72,0.97,2,59.09,0.92,Low,3.96,55.13
6.64,6.4,7.33,1.65,8,63.7,6.6,High,0.34,63.36
6.74,8.82,2.51,1.99,7,79.0,4.27,Medium,1.19,77.81
5.65,5.45,5.66,0.0,6,71.42,4.11,Medium,3.45,67.97
6.65,6.82,6.74,0.41,3,78.07,1.89,Low,1.48,76.59
4.67,6.26,8.86,0.2,9,51.25,4.04,Medium,1.97,49.28
7.4,8.58,9.87,0.9,2,59.2,1.72,Low,4.77,54.44
5.02,6.22,5.17,0.26,4,57.98,2.66,Medium,0.43,57.55
5.12,6.94,7.85,1.53,2,76.8,0.54,Low,4.31,72.49
4.47,7.76,0.0,1.14,6,78.72,2.21,Low,0.25,78.47
6.37,7.82,8.88,1.71,7,65.21,3.4,Medium,1.69,63.52
4.16,8.33,3.19,1.76,9,65.94,0.79,Low,2.78,63.16
6.95,7.32,4.4,1.54,6,78.26,2.34,Low,1.78,76.48
2.74,6.37,6.1,0.73,6,55.58,3.6,Medium,4.79,50.79
2.8,6.48,4.62,1.08,5,58.63,0.4,Low,2.52,56.1
6.37,7.04,5.49,0.63,10,67.31,4.35,Medium,3.67,63.64
4.82,7.37,8.97,0.0,10,56.12,5.5,High,3.51,52.61
4.09,6.78,4.04,1.76,4,66.36,0.9,Low,4.18,62.18
6.78,7.03,2.28,0.93,10,64.58,5.19,High,4.32,60.26
3.79,4.72,9.53,0.0,4,48.31,5.16,High,2.33,45.98
4.6,8.0,6.32,1.43,4,71.46,1.42,Low,4.32,67.14
7.8,7.27,9.81,0.82,5,75.27,3.1,Medium,3.27,72.0
8.08,8.5,7.16,0.0,1,90.52,1.92,Low,3.43,87.09
8.14,7.0,1.69,0.0,2,94.9,1.81,Low,0.87,94.03
4.44,4.39,6.61,0.44,3,63.74,5.39,High,1.23,62.51
7.46,6.46,2.54,1.17,7,79.61,5.3,High,3.44,76.17
3.1,6.7,5.02,1.63,1,79.42,-1.6,Low,1.33,78.09
3.19,8.11,4.81,1.6,3,70.59,0.61,Low,2.45,68.14
0.3,3.89,0.96,1.48,7,50.95,3.07,Medium,2.45,48.5
8.35,7.06,2.97,0.97,6,85.57,1.97,Low,1.17,84.4
3.27,7.77,10.51,2.38,2,65.13,1.48,Low,2.83,62.29
4.75,6.01,5.6,1.56,4,68.46,3.52,Medium,2.82,65.64
3.18,7.11,4.56,1.18,1,78.24,0.51,Low,0.65,77.6
6.39,6.06,9.53,1.45,5,67.29,4.53,Medium,1.91,65.38
4.25,5.91,4.01,0.68,2,69.07,0.16,Low,1.83,67.24
2.39,6.39,4.77,0.95,8,48.36,1.63,Low,2.81,45.55
5.88,5.93,7.48,0.0,10,56.3,6.17,High,3.75,52.55
2.13,8.03,4.0,0.69,6,56.09,1.94,Low,0.09,56.0
3.33,5.9,3.13,2.41,1,77.28,-2.35,Low,0.66,76.62
0.79,5.65,0.0,1.12,2,64.68,-0.69,Low,1.51,63.17
2.15,9.65,2.66,1.09,4,67.04,0.7,Low,4.05,62.99
5.36,8.44,2.63,1.8,3,76.78,-0.57,Low,2.4,74.37
1.07,4.21,5.4,1.29,9,35.32,5.42,High,14.22,30.0
2.04,5.85,3.47,0.37,1,59.4,0.53,Low,2.05,57.35
5.0,7.36,10.4,1.02,7,53.15,4.75,Medium,2.08,51.08
3.91,7.49,2.36,0.09,9,61.64,3.1,Medium,4.89,56.75
8.98,4.76,8.5,1.15,9,78.8,6.69,High,6.71,72.09
8.67,8.74,5.55,0.33,6,80.26,2.43,Medium,3.63,76.63
3.26,8.24,7.02,1.74,7,58.31,3.95,Medium,1.62,56.69
6.11,7.72,6.87,0.59,8,62.46,3.58,Medium,2.57,59.89
6.5,9.04,0.0,0.34,3,93.37,-1.15,Low,3.45,89.93
3.81,7.68,4.97,0.91,5,67.98,3.01,Medium,1.97,66.01
2.01,7.67,4.34,1.29,4,62.66,0.78,Low,2.62,60.04
4.98,9.34,2.17,0.03,9,61.36,3.43,Medium,0.73,60.63
4.65,8.65,6.15,0.58,9,55.61,2.0,Low,0.47,55.14
4.13,5.74,9.29,1.08,4,60.18,2.89,Medium,0.84,59.34
5.88,7.95,0.0,2.07,2,92.77,1.9,Low,3.78,88.99
3.5,6.0,3.66,0.0,1,68.43,-2.17,Low,0.95,67.48
2.7,7.76,1.89,1.49,3,75.27,2.6,Medium,4.62,70.65
5.22,7.71,5.18,0.69,2,70.5,1.54,Low,1.84,68.66
5.77,4.92,4.19,0.6,5,69.99,2.51,Medium,0.85,69.14
2.65,6.82,3.49,0.46,6,59.6,2.13,Low,4.13,55.47
6.86,7.4,6.72,0.71,9,61.47,7.37,High,2.28,59.19
1.46,6.35,9.09,1.5,4,48.36,-0.6,Low,1.94,46.41
3.84,7.47,11.65,0.57,4,60.02,6.03,High,1.65,58.37
4.48,8.21,3.15,2.33,4,72.91,1.31,Low,1.65,71.26
3.73,6.95,0.45,1.5,1,92.96,0.51,Low,3.32,89.65
3.87,7.34,6.4,1.16,3,70.81,-0.86,Low,2.7,68.11
8.74,9.08,9.03,0.87,4,83.89,3.22,Medium,2.34,81.56
3.3,7.71,7.03,1.95,1,70.66,-2.93,Low,2.24,68.42
9.88,7.3,9.02,2.07,5,90.76,6.37,High,0.71,90.05
5.87,5.56,4.44,0.07,10,56.12,4.35,Medium,4.14,51.98
5.18,8.01,3.48,0.44,9,63.0,2.59,Medium,4.63,58.37
5.95,7.5,5.29,1.51,1,90.65,-2.17,Low,4.01,86.64
10.06,8.93,4.17,1.75,7,90.72,4.4,Medium,2.26,88.46
3.01,7.07,6.66,0.76,2,65.16,1.43,Low,4.86,60.3
2.76,4.28,7.42,0.41,10,35.87,5.29,High,9.04,30.0
3.49,4.45,7.62,1.06,9,47.91,6.33,High,6.47,41.45
5.06,8.1,6.28,2.18,4,78.5,0.86,Low,3.71,74.79
1.55,6.14,5.61,1.03,3,65.57,-1.19,Low,3.54,62.04
5.04,7.66,6.99,0.0,7,56.32,3.76,Medium,3.21,53.11
8.39,7.17,0.09,1.09,6,81.78,4.8,Medium,1.06,80.72
5.3,6.75,5.53,1.63,10,59.97,6.83,High,1.47,58.49
4.41,6.86,5.13,0.92,8,57.34,4.86,Medium,4.43,52.91
3.76,5.7,5.53,2.01,9,56.1,5.17,High,0.9,55.2
6.8,6.98,4.78,1.69,7,77.66,3.32,Medium,0.76,76.9
3.35,6.12,6.08,0.95,6,68.7,4.57,Medium,1.42,67.28
8.69,6.44,3.56,1.03,8,77.16,5.52,High,1.81,75.34
8.87,6.51,7.82,0.0,9,57.71,6.54,High,2.77,54.94
5.51,6.66,6.18,1.97,8,64.81,4.86,Medium,3.03,61.78
4.98,8.38,5.38,0.74,6,70.57,0.54,Low,3.95,66.62
7.06,6.81,3.26,0.68,8,68.16,3.49,Medium,0.37,67.8
7.19,8.54,7.04,0.56,9,70.12,3.59,Medium,1.04,69.08
3.39,9.31,5.52,1.37,6,66.67,0.45,Low,2.53,64.15
3.95,8.28,3.11,0.1,6,67.28,2.92,Medium,1.25,66.02
2.36,7.8,4.86,0.21,2,68.33,-1.35,Low,4.37,63.96
5.82,7.49,6.57,0.96,9,62.85,6.35,High,3.2,59.65
6.33,8.3,6.38,0.5,8,70.59,6.14,High,2.45,68.14
2.3,7.13,6.22,1.27,5,48.95,2.34,Low,0.0,48.95
4.09,8.48,5.23,0.53,10,52.24,3.83,Medium,4.29,47.94
2.31,7.92,7.56,2.28,3,62.84,2.95,Medium,2.3,60.53
3.2,6.46,8.09,1.55,9,45.23,6.15,High,2.66,42.57
6.1,8.34,6.84,1.54,10,65.5,7.25,High,3.49,62.01
3.53,7.14,3.53,0.52,7,58.94,1.4,Low,4.69,54.25
